fuente,ejercicio,estado,dataset_id,dataset_titulo,recurso_id,recurso_nombre,recurso_descripcion,formato,url,archivo,descargado,bytes,md5,http,error,recurso_modificado,dataset_modificado
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,2c2a6513-c448-4de1-bc84-1b81df6ccb16,Metadatos de naturalezas jurídicas,Este recurso contiene los metadatos de naturalezas jurídicas.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/2c2a6513-c448-4de1-bc84-1b81df6ccb16/download/naturalezasjuridicas.csv,data-raw/dicose/2022/metadatos-de-naturalezas-juridicas__2c2a6513.csv,2026-09-25T06:19:12+0000,310,ebfe167c5287edf6ba33c010edd906b6,,,2023-04-13T15:18:51.766488,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,cb89e753-1d10-47ee-8ceb-8fd60ba964ba,Metadatos de producción de leche,Este recurso contiene los metadatos de producción de leche.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/cb89e753-1d10-47ee-8ceb-8fd60ba964ba/download/datosproduccionleche.csv,data-raw/dicose/2022/metadatos-de-produccion-de-leche__cb89e753.csv,2026-09-25T06:19:03+0000,4321,02258b4e32840d0e198ffb4efb75f631,,,2023-04-13T15:09:48.797578,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,673fbf22-4d16-470f-a0ae-c1b97504dc58,Metadatos de producción de leche en establecimiento,Este recurso contiene los metadatos de producción de leche en establecimiento.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/673fbf22-4d16-470f-a0ae-c1b97504dc58/download/datosproduccionlecheenestablecimiento.csv,data-raw/dicose/2022/metadatos-de-produccion-de-leche-en-establecimiento__673fbf22.csv,2026-09-25T06:19:04+0000,4071,b5ebd6d3d0388bfc88691808c0d43e47,,,2023-04-13T15:13:12.634967,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,f72310fa-9afc-4b37-9676-b0ff1273b116,Metadatos de tenencia de tierra,Este recurso contiene los metadatos de tenencia de la tierra.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/f72310fa-9afc-4b37-9676-b0ff1273b116/download/datostenenciastierra.csv,data-raw/dicose/2022/metadatos-de-tenencia-de-tierra__f72310fa.csv,2026-09-25T06:19:00+0000,3818,e0f5d3e9287d3bb28aaa33a401bb5fba,,,2023-04-13T15:06:29.904464,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,7e9811f8-f391-40d5-b6f3-5e1b6e46ac63,Metadatos de tipos de producción MGAP,Este recurso contiene los metadatos de códigos de tipos de producción,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/7e9811f8-f391-40d5-b6f3-5e1b6e46ac63/download/tiposproduccionmgap.csv,data-raw/dicose/2022/metadatos-de-tipos-de-produccion-mgap__7e9811f8.csv,2026-09-25T06:19:19+0000,454,aa9c54a4b7798d09b5f5e25eb814c669,,,2023-04-13T15:02:47.862382,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,67c81a6c-227d-4fc7-96ff-1bfae8e01520,Metadatos de uso de la tierra,Este recurso contiene los metadatos del uso de la tierra.,CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/67c81a6c-227d-4fc7-96ff-1bfae8e01520/download/datosusostierra.csv,data-raw/dicose/2022/metadatos-de-uso-de-la-tierra__67c81a6c.csv,2026-09-25T06:19:01+0000,3793,7b4e6edc396fe691f59404cfa7eba0f5,,,2023-04-13T15:07:01.464518,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,b47a30fa-c8d8-47fb-8df7-6e9e5b533939,Producción de leche,"Para el ejercicio ganadero, departamento, actividad, etc. detalla la cantidad de tenedores con la producción de leche en litros.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/b47a30fa-c8d8-47fb-8df7-6e9e5b533939/download/datosproduccionleche.csv,data-raw/dicose/2022/produccion-de-leche__b47a30fa.csv,2026-09-25T06:19:03+0000,264163,5fd43ce504c1f76e150ed553e266830f,,,2023-04-13T14:47:15.856314,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,91794d99-3314-4f63-b380-3621010023b2,Producción de leche en establecimiento,"Para el ejercicio ganadero, departamento, actividad, etc. detalla la cantidad de leche en litros producida en establecimiento.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/91794d99-3314-4f63-b380-3621010023b2/download/datosproduccionlecheenestablecimiento.csv,data-raw/dicose/2022/produccion-de-leche-en-establecimiento__91794d99.csv,2026-09-25T06:19:03+0000,20841,bf888aaa895f0532daa637444afd6034,,,2023-04-13T14:47:35.087088,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,03623bab-538f-4bac-b0b5-be90b4f4779b,Tenencia de tierra,"Para el ejercicio ganadero, departamento, actividad, etc. detalla la cantidad de hectáreas explotadas.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/03623bab-538f-4bac-b0b5-be90b4f4779b/download/datostenenciastierra.csv,data-raw/dicose/2022/tenencia-de-tierra__03623bab.csv,2026-09-25T06:18:59+0000,1910351,5896a1c3b4b00792a7c0e277a1ecfeb3,,,2023-04-13T14:45:46.387667,2023-04-20T12:05:09.481991
dicose,2022,preliminar,datos-preliminares-declaracion-jurada-de-existencias-dicose-snig-2022,Declaración jurada de existencias DICOSE – SNIG 2022,54aba955-c2f6-4b0c-ae6a-0099e9d83e16,Uso de la tierra,"Para el ejercicio ganadero, departamento, actividad, etc. detalla la cantidad de hectáreas según la explotación o uso de la tierra.",CSV,https://catalogodatos.gub.uy/dataset/23a61894-90fe-4f67-9d33-a2abbaef046a/resource/54aba955-c2f6-4b0c-ae6a-0099e9d83e16/download/datosusostierra.csv,data-raw/dicose/2022/uso-de-la-tierra__54aba955.csv,2026-09-25T06:19:01+0000,2847314,77b857b1df88eb1da635c943dab4a32a,,,2023-04-13T14:46:12.792261,2023-04-20T12:05:09.481991
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,04b47090-7658-424d-8d19-a808b2d5e480,Animales Detallados,"Para el ejercicio ganadero, departamento, actividad, etc. detalla los animales declarados por categoría.",CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/04b47090-7658-424d-8d19-a808b2d5e480/download/datosanimalesdetallados.csv,data-raw/dicose/2023/animales-detallados__04b47090.csv,2026-09-25T06:19:23+0000,12641795,3b90505d4d520d00d8c7b3e8269393ce,,,2024-04-11T14:39:54.301334,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,0fabfcbe-fb83-4ad8-8682-dac41e89761d,Códigos de Actividades,Contiene los códigos de actividad que se definen al momento de la creación del DICOSE en base a los procesos productivos que va a desarrollar.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/0fabfcbe-fb83-4ad8-8682-dac41e89761d/download/actividades.csv,data-raw/dicose/2023/codigos-de-actividades__0fabfcbe.csv,2026-09-25T06:19:29+0000,572,74ecc6dfa6d768160b6098c60692392a,,,2024-04-11T15:04:10.345695,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,8b259092-70d4-48cb-a95c-d1f35c976431,Códigos de Categoría,"Contiene las categorías para las especies (bovinos, ovinos, yeguarizos, suinos y caprinos) que figuran en la declaración jurada de existencias.",CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/8b259092-70d4-48cb-a95c-d1f35c976431/download/categorias.csv,data-raw/dicose/2023/codigos-de-categoria__8b259092.csv,2026-09-25T06:19:30+0000,1484,a7be6a9e70bb6fa8f5d180eee3ab607e,,,2024-04-11T15:05:32.645181,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,ffd28dc5-51a7-45b7-a425-3e7726250847,Códigos de Departamentos,Contiene los códigos y las descripciones de los 19 departamentos del Uruguay utilizados para la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/ffd28dc5-51a7-45b7-a425-3e7726250847/download/departamentos.csv,data-raw/dicose/2023/codigos-de-departamentos__ffd28dc5.csv,2026-09-25T06:19:31+0000,292,91288533b80820971ed02ba003fd2ac8,,,2024-04-11T15:06:56.080534,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,c1a91706-da2b-4138-8171-39605d2467d6,Códigos de Especies,Contienen los códigos y la descripción de las especies utilizadas para la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/c1a91706-da2b-4138-8171-39605d2467d6/download/especies.csv,data-raw/dicose/2023/codigos-de-especies__c1a91706.csv,2026-09-25T06:19:32+0000,129,4b4d0f99493f7576dd9da6032ea29343,,,2024-04-11T15:11:20.449339,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,710d155c-d1d6-434d-9da1-ca006d73d38d,Códigos de Estratos,Contienen los códigos y la descripción de los estratos para utilizar en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/710d155c-d1d6-434d-9da1-ca006d73d38d/download/estratos.csv,data-raw/dicose/2023/codigos-de-estratos__710d155c.csv,2026-09-25T06:19:32+0000,198,4b4207d03199f0984ae23640f6554019,,,2024-04-11T15:12:36.666196,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,2e6b9672-8e8b-4e90-8e83-7369ee149730,Códigos de Giros,Contienen los códigos y la descripción de los giros utilizados en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/2e6b9672-8e8b-4e90-8e83-7369ee149730/download/giros.csv,data-raw/dicose/2023/codigos-de-giros__2e6b9672.csv,2026-09-25T06:19:33+0000,1048,302da3e5293059c40bb4188ad6cd91d1,,,2024-04-11T15:14:16.932275,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,1b5b3b2b-1ca5-41cd-8596-5461e8546493,Códigos de Mejoramientos de Tierras,Contienen los códigos y la descripción de los tipos de mejoramientos de tierras utilizados en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/1b5b3b2b-1ca5-41cd-8596-5461e8546493/download/mejoramientostierra.csv,data-raw/dicose/2023/codigos-de-mejoramientos-de-tierras__1b5b3b2b.csv,2026-09-25T06:19:34+0000,319,35f5c5d37af8960ab3416c3224d93b71,,,2024-04-11T15:16:00.638607,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,15df6474-38a4-4a61-8856-eabdf5e2a185,Códigos de Naturalezas Jurídicas,Contienen los códigos y las descripciones de las naturalezas jurídicas utilizadas en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/15df6474-38a4-4a61-8856-eabdf5e2a185/download/naturalezasjuridicas.csv,data-raw/dicose/2023/codigos-de-naturalezas-juridicas__15df6474.csv,2026-09-25T06:19:36+0000,522,b5d4f5e5b1c4a934004bb05a2b3e6497,,,2024-04-11T15:17:23.341276,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,b5111b61-22ad-40d0-b87c-76104f0182b1,Códigos de Producciones,Contienen los códigos y las descripciones de los tipos de producción declarada en la presentación de la Declaración Jurada de Lechería.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/b5111b61-22ad-40d0-b87c-76104f0182b1/download/tiposproducciones.csv,data-raw/dicose/2023/codigos-de-producciones__b5111b61.csv,2026-09-25T06:19:40+0000,293,af643b527d036c985f785018537ec69b,,,2024-04-11T15:22:13.442731,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,0e414d7f-f861-40a3-8e46-118b6bbf51e4,Códigos de Productos,Contienen los códigos y las descripciones de productos declarados en la presentación de la Declaración Jurada de Lechería.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/0e414d7f-f861-40a3-8e46-118b6bbf51e4/download/productos.csv,data-raw/dicose/2023/codigos-de-productos__0e414d7f.csv,2026-09-25T06:19:38+0000,100,ecbea0837019851d73062710b9b5c9a2,,,2024-04-11T15:18:38.824686,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,de39c4b9-29d4-4de7-95b5-040ad8f2fbef,Códigos de Tenencia de Tierra,Contienen los códigos y las descripciones de la tenencia de la tierra que se utilizan en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/de39c4b9-29d4-4de7-95b5-040ad8f2fbef/download/tenenciastierra.csv,data-raw/dicose/2023/codigos-de-tenencia-de-tierra__de39c4b9.csv,2026-09-25T06:19:40+0000,222,6e9a010e1ce0b17ce20ddc6cf50066b9,,,2024-04-11T15:20:18.305683,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,0a9ad8f0-52d1-4e21-84bb-a1d995102ef9,Códigos de Usos de Tierra,Contienen los códigos y las descripciones de los usos de la tierra utilizados en la presentación de la Declaración Jurada.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/0a9ad8f0-52d1-4e21-84bb-a1d995102ef9/download/usostierra.csv,data-raw/dicose/2023/codigos-de-usos-de-tierra__0a9ad8f0.csv,2026-09-25T06:19:41+0000,261,edcc630b94a83f40225609f3045f58f4,,,2024-04-11T15:23:23.515560,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,4550d7c4-d5c1-4437-ada8-4ee54b384e66,Códigos de especializaciones MGAP,Contienen los códigos y las descripciones de diferentes tipos de especializaciones establecidas por el MGAP para caracterizar a un productor.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/4550d7c4-d5c1-4437-ada8-4ee54b384e66/download/especializacionesmgap.csv,data-raw/dicose/2023/codigos-de-especializaciones-mgap__4550d7c4.csv,2026-09-25T06:19:43+0000,133,c906650e22d0d87ee1f473ae473f0c4b,,,2024-04-11T15:27:01.106614,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,10010ad6-7f4a-4236-bb48-15000364cea5,Códigos de tipos de producción MGAP,Contienen los códigos y las descripciones de diferentes tipos de producción establecidos por el MGAP para caracterizar a un productor.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/10010ad6-7f4a-4236-bb48-15000364cea5/download/tiposproduccionmgap.csv,data-raw/dicose/2023/codigos-de-tipos-de-produccion-mgap__10010ad6.csv,2026-09-25T06:19:44+0000,219,7ad09c24b3f80a0da09ca35b38bc17e3,,,2024-04-11T15:28:10.377833,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,4824d050-1293-47df-9b02-76c23fad35f2,Datos Animales,"Contiene los nacimientos, consumos y muertes de animales así como la cantidad de tenedores y animales por especie.",CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/4824d050-1293-47df-9b02-76c23fad35f2/download/datosanimales.csv,data-raw/dicose/2023/datos-animales__4824d050.csv,2026-09-25T06:19:21+0000,4199067,f7c96874825b9b86101d68dd8a192e01,,,2024-04-11T14:37:11.073175,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,9a49b5aa-645f-4d69-b87f-8dd5b9ee111b,Datos generales,"Para el ejercicio ganadero, departamento, actividad, etc, detalla cantidad de tenedores, superficie explotada y con destino ganadería, unicidades ganaderas.",CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/9a49b5aa-645f-4d69-b87f-8dd5b9ee111b/download/datosgenerales.csv,data-raw/dicose/2023/datos-generales__9a49b5aa.csv,2026-09-25T06:19:20+0000,1960567,f9f0625db75a2dbab7d2ea9b4125c724,,,2024-04-11T14:34:21.003639,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,2bc777ed-ad05-403e-b420-2c0f397b3e5d,Mejoramientos de Tierras,"Para el ejercicio ganadero, departamento, actividad, etc. detalla las hectáreas en las que se realizaron mejoras.",CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/2bc777ed-ad05-403e-b420-2c0f397b3e5d/download/datosmejoramientostierra.csv,data-raw/dicose/2023/mejoramientos-de-tierras__2bc777ed.csv,2026-09-25T06:19:26+0000,1154397,f10eba624d17602208c82bdf3bc2587b,,,2024-04-11T14:56:44.496434,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,a07d8082-df69-4f00-a552-e1fbb8497445,Metadatos Código de Naturalezas Jurídicas,Este recurso contiene los metadatos de naturalezas jurídicas.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/a07d8082-df69-4f00-a552-e1fbb8497445/download/naturalezasjuridicas.csv,data-raw/dicose/2023/metadatos-codigo-de-naturalezas-juridicas__a07d8082.csv,2026-09-25T06:19:36+0000,310,ebfe167c5287edf6ba33c010edd906b6,,,2024-04-11T15:18:00.006825,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,6f7bc88e-d53a-4dde-8a3d-dcdf3f65b8ec,Metadatos de Animales Detallados,Este recurso contiene los metadatos correspondientes a la información detallada de animales declarados por categoría.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/6f7bc88e-d53a-4dde-8a3d-dcdf3f65b8ec/download/datosanimalesdetallados.csv,data-raw/dicose/2023/metadatos-de-animales-detallados__6f7bc88e.csv,2026-09-25T06:19:24+0000,4811,77142b26a1fd58b8e76b09d752842a20,,,2024-04-11T14:40:51.067121,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,2c029dd0-ce9c-4111-bc5d-3db59ee572ae,Metadatos de Códigos Tipos de Producción,Este recurso contiene los metadatos de códigos de tipos de producción.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/2c029dd0-ce9c-4111-bc5d-3db59ee572ae/download/tiposproducciones.csv,data-raw/dicose/2023/metadatos-de-codigos-tipos-de-produccion__2c029dd0.csv,2026-09-25T06:19:41+0000,284,85648a7ea761d6a8962ee84575e2cfb2,,,2024-04-11T15:22:47.304207,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,412639f9-4ff4-4fc6-9ab6-f51cbfa021df,Metadatos de Códigos de Actividades,Este recurso contiene los metadatos de los códigos de actividades.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/412639f9-4ff4-4fc6-9ab6-f51cbfa021df/download/actividades.csv,data-raw/dicose/2023/metadatos-de-codigos-de-actividades__412639f9.csv,2026-09-25T06:19:29+0000,234,29f7836b09de31d5e0d7083be6500c88,,,2024-04-11T15:04:48.910993,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,19c2f897-4750-42f7-acef-d3f3faec89bc,Metadatos de Códigos de Categoría,Este recurso contiene los metadatos de códigos de categoría.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/19c2f897-4750-42f7-acef-d3f3faec89bc/download/categorias.csv,data-raw/dicose/2023/metadatos-de-codigos-de-categoria__19c2f897.csv,2026-09-25T06:19:30+0000,449,5896b7fc44dea328fed22240b2ec108c,,,2024-04-11T15:06:14.277194,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,a75f4c3e-f470-417e-b7e4-36d683ffca0b,Metadatos de Códigos de Departamentos,Este recurso contiene los metadatos de códigos de departamentos.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/a75f4c3e-f470-417e-b7e4-36d683ffca0b/download/departamentos.csv,data-raw/dicose/2023/metadatos-de-codigos-de-departamentos__a75f4c3e.csv,2026-09-25T06:19:31+0000,252,fbf37cd3a32c28c771f84d70a20ff292,,,2024-04-11T15:09:54.668657,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,5c86e054-bdfd-42a8-a97a-6b91392656ba,Metadatos de Códigos de Especies,Este recurso contiene los metadatos de códigos de especies.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/5c86e054-bdfd-42a8-a97a-6b91392656ba/download/especies.csv,data-raw/dicose/2023/metadatos-de-codigos-de-especies__5c86e054.csv,2026-09-25T06:19:32+0000,216,f833502269e853a43d3e60bde4889f3d,,,2024-04-11T15:11:59.437863,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,8102096a-e71a-413e-9831-3693b63d901a,Metadatos de Códigos de Estratos,Este recurso contiene los metadatos de código de estratos.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/8102096a-e71a-413e-9831-3693b63d901a/download/estratos.csv,data-raw/dicose/2023/metadatos-de-codigos-de-estratos__8102096a.csv,2026-09-25T06:19:33+0000,212,dd88ca685f6e5666597c4c46b8d365bc,,,2024-04-11T15:13:21.395792,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,9c14692a-cdd7-44c1-8fd3-8dda3a76081a,Metadatos de Códigos de Giros,Este recurso contiene los metadatos de códigos de giros.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/9c14692a-cdd7-44c1-8fd3-8dda3a76081a/download/giros.csv,data-raw/dicose/2023/metadatos-de-codigos-de-giros__9c14692a.csv,2026-09-25T06:19:34+0000,188,1699d582797eef7b5ad66b23aedceb28,,,2024-04-11T15:15:04.245560,2024-04-11T18:24:48.509995
dicose,2023,actualizado,mgap-datos-actualizados-de-la-declaracion-jurada-de-existencias-dicose-snig-2023,Declaración Jurada de Existencias DICOSE – SNIG 2023,5babef83-0406-49a3-9965-b496d35de93a,Metadatos de Códigos de Mejoramientos de Tierras,Este recurso contiene los metadatos de mejoramientos de tierras.,CSV,https://catalogodatos.gub.uy/dataset/e6c13353-84e4-4bf5-ba2c-5ac373c06a9f/resource/5babef83-0406-49a3-9965-b496d35de93a/download/mejoramientostierra.csv,data-raw/dicose/2023/metadatos-de-codigos-de-mejoramientos-de-tierras__5babef83.csv,2026-09-25T06:19:35+0000,292,c8fa8229240b48028c3b3e1c6c989baa,,,2024-04-11T15:16:47.079592,2024-04-11T18:24:48.509995
